읍면동,종합라벨,시장,추천종목_1,추천종목_2,추천종목_3,추천종목_4,추천종목_5,region_id,stock_ids
성수2가3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,938,"[44, 54, 62, 1, 2]"
성수2가3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,938,[]
성포동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,403,[]
성포동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,403,"[44, 54, 62, 1, 2]"
성현동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,768,"[44, 54, 62, 1, 2]"
성현동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,768,[]
세곡동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,697,"[44, 54, 62, 1, 2]"
세곡동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,697,[]
세교동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,609,[]
세교동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,609,"[44, 54, 62, 1, 2]"
세류1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,326,[]
세류1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,326,"[44, 54, 62, 1, 2]"
세류2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,327,[]
세류2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,327,"[44, 54, 62, 1, 2]"
세류3동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,328,[]
세류3동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,328,"[34, 39, 65, 2, 1]"
세마동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,504,[]
세마동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,504,"[44, 54, 62, 1, 2]"
소공동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1083,[]
소공동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1083,"[46, 1, 2, 76, 85]"
소사본동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,236,[]
소사본동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,236,"[44, 54, 62, 1, 2]"
소요동,고령안정형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,230,"[1, 2, 76, 85, 4]"
소요동,고령안정형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,230,[]
소하1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,147,[]
소하1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,147,"[44, 54, 62, 1, 2]"
소하2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,148,"[44, 54, 62, 1, 2]"
소하2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,148,[]
소흘읍,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,632,[]
소흘읍,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,632,"[46, 1, 2, 76, 85]"
송내동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,231,[]
송내동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,231,"[44, 54, 62, 1, 2]"
송도1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1236,[]
송도1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1236,"[44, 54, 62, 1, 2]"
송도2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1237,"[44, 54, 62, 1, 2]"
송도2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1237,[]
송도3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1238,[]
송도3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1238,"[44, 54, 62, 1, 2]"
송도4동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1239,[]
송도4동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1239,"[44, 54, 62, 1, 2]"
송림1동,고령안정형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1157,"[1, 2, 76, 85, 4]"
송림1동,고령안정형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1157,[]
송림2동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1158,[]
송림2동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1158,"[1, 2, 76, 85, 4]"
송림3·5동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1159,"[46, 1, 2, 76, 85]"
송림3·5동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1159,[]
송림4동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1160,[]
송림4동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1160,"[46, 1, 2, 76, 85]"
송림6동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1161,"[46, 1, 2, 76, 85]"
송림6동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1161,[]
송북동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,610,"[46, 1, 2, 76, 85]"
송북동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,610,[]
송산1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,556,"[44, 54, 62, 1, 2]"
송산1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,556,[]
송산1동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,556,"[46, 1, 2, 76, 85]"
송산2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,557,"[44, 54, 62, 1, 2]"
송산2동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,557,[]
송산2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,557,[]
송산3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,558,"[44, 54, 62, 1, 2]"
송산3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,558,[]
송산면,고령안정형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,675,[]
송산면,고령안정형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,675,"[1, 2, 76, 85, 4]"
송정동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,167,[]
송정동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,939,[]
송정동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,939,"[1, 2, 76, 85, 4]"
송정동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,167,"[1, 2, 76, 85, 4]"
송죽동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,344,"[34, 39, 65, 2, 1]"
송죽동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,344,[]
송중동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,731,[]
송중동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,731,"[44, 54, 62, 1, 2]"
송천동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,732,"[46, 1, 2, 76, 85]"
송천동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,732,[]
송탄동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,611,"[1, 2, 76, 85, 4]"
송탄동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,611,[]
송파1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,980,[]
송파1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,980,"[44, 54, 62, 1, 2]"
송파2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,981,[]
송파2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,981,"[44, 54, 62, 1, 2]"
송포동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,125,"[44, 54, 62, 1, 2]"
송포동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,125,[]
송해면,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1118,"[1, 2, 76, 85, 4]"
송해면,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1118,[]
송현1·2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1162,"[44, 54, 62, 1, 2]"
송현1·2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1162,[]
송현3동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1163,"[1, 2, 76, 85, 4]"
송현3동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1163,[]
수궁동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,805,"[44, 54, 62, 1, 2]"
수궁동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,805,[]
수내1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,278,[]
수내1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,278,"[44, 54, 62, 1, 2]"
수내2동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,279,"[46, 1, 2, 76, 85]"
수내2동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,279,[]
수내3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,280,[]
수내3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,280,"[44, 54, 62, 1, 2]"
수동면,고령안정형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,214,"[1, 2, 76, 85, 4]"
수동면,고령안정형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,214,[]
수리동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,192,[]
수리동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,192,"[44, 54, 62, 1, 2]"
수색동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1053,[]
수색동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1053,"[44, 54, 62, 1, 2]"
수서동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,698,"[1, 2, 76, 85, 4]"
수서동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,698,[]
수유1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,733,[]
수유1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,733,"[44, 54, 62, 1, 2]"
수유2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,734,"[44, 54, 62, 1, 2]"
수유2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,734,[]
수유3동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,735,"[1, 2, 76, 85, 4]"
수유3동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,735,[]
수진1동,중장년균형형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,296,[]
수진1동,중장년균형형_건설업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,296,"[1, 2, 76, 85, 4]"
수진2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,297,"[44, 54, 62, 1, 2]"
수진2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,297,[]
수택1동,중장년균형형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,179,"[1, 2, 76, 85, 4]"
수택1동,중장년균형형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,179,[]
수택2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,180,"[44, 54, 62, 1, 2]"
수택2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,180,[]
수택3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,181,[]
수택3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,181,"[44, 54, 62, 1, 2]"
숭의1·3동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1170,[]
숭의1·3동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,1170,"[34, 39, 65, 2, 1]"
숭의2동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1171,[]
숭의2동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,1171,"[34, 39, 65, 2, 1]"
숭의4동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1172,[]
숭의4동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1172,"[1, 2, 76, 85, 4]"
숭인1동,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,1068,"[89, 1, 2, 76, 85]"
숭인1동,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1068,[]
숭인2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1069,[]
숭인2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1069,"[44, 54, 62, 1, 2]"
식사동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,115,"[44, 54, 62, 1, 2]"
식사동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,115,[]
신갈동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,521,[]
신갈동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,521,"[44, 54, 62, 1, 2]"
신곡1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,559,[]
신곡1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,559,"[44, 54, 62, 1, 2]"
신곡2동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,560,[]
신곡2동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,560,"[34, 39, 65, 2, 1]"
신길1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1019,"[44, 54, 62, 1, 2]"
신길1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1019,[]
신길3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1020,[]
신길3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1020,"[44, 54, 62, 1, 2]"
신길4동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1021,[]
신길4동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1021,"[44, 54, 62, 1, 2]"
신길5동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1022,"[44, 54, 62, 1, 2]"
신길5동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1022,[]
신길6동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1023,"[44, 54, 62, 1, 2]"
신길6동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1023,[]
신길7동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1024,"[44, 54, 62, 1, 2]"
신길7동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1024,[]
신길동,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,390,[]
신길동,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,390,"[1, 2, 76, 85, 4]"
신내1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1106,[]
신내1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1106,"[44, 54, 62, 1, 2]"
신내2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1107,[]
신내2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1107,"[44, 54, 62, 1, 2]"
신당5동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1084,"[44, 54, 62, 1, 2]"
신당5동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1084,[]
신당동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1085,"[44, 54, 62, 1, 2]"
신당동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1085,[]
신대방1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,879,"[44, 54, 62, 1, 2]"
신대방1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,879,[]
신대방2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,880,"[44, 54, 62, 1, 2]"
신대방2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,880,[]
신도림동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,806,"[44, 54, 62, 1, 2]"
신도림동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,806,[]
신둔면,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,575,"[1, 2, 76, 85, 4]"
신둔면,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,575,[]
신림동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,769,[]
신림동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,769,"[1, 2, 76, 85, 4]"
신봉동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,529,[]
신봉동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,529,"[46, 1, 2, 76, 85]"
신북면,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,633,"[89, 1, 2, 76, 85]"
신북면,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,633,[]
신사1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1054,"[44, 54, 62, 1, 2]"
신사1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1054,[]
신사2동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1055,"[1, 2, 76, 85, 4]"
신사2동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1055,[]
신사동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,770,[]
신사동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,699,[]
신사동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,699,"[44, 54, 62, 1, 2]"
신사동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,770,"[44, 54, 62, 1, 2]"
신서면,고령안정형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,494,[]
신서면,고령안정형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,494,"[1, 2, 76, 85, 4]"
신수동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,892,[]
신수동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,892,"[44, 54, 62, 1, 2]"
신원동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,771,[]
신원동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,771,"[44, 54, 62, 1, 2]"
신월1동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,999,[]
신월1동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,999,"[46, 1, 2, 76, 85]"
신월2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1000,[]
신월2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1000,"[44, 54, 62, 1, 2]"
신월3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1001,[]
신월3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1001,"[44, 54, 62, 1, 2]"
신월4동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1002,[]
신월4동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1002,"[1, 2, 76, 85, 4]"
신월5동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1003,[]
신월5동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1003,"[44, 54, 62, 1, 2]"
신월6동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1004,[]
신월6동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1004,"[1, 2, 76, 85, 4]"
신월7동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1005,[]
신월7동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1005,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,612,[]
신장1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,505,[]
신장1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,505,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,505,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,649,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,612,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,649,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,612,"[44, 54, 62, 1, 2]"
신장1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,649,[]
신장2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,650,[]
